codigo_tuss,descricao,grupo,subgrupo,capitulo,vigencia_inicio,vigencia_fim
000289,EXAMES 0289,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
000290,TERAPIAS 0290,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
000291,CIRURGIAS 0291,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
000292,INTERNACOES 0292,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
000293,OBSTETRICIA 0293,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
000294,ODONTOLOGIA 0294,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
000295,CONSULTAS 0295,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
000296,EXAMES 0296,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
000297,TERAPIAS 0297,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
000298,CIRURGIAS 0298,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
000299,INTERNACOES 0299,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
000300,OBSTETRICIA 0300,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
000301,ODONTOLOGIA 0301,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
000302,CONSULTAS 0302,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
000303,EXAMES 0303,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
000304,TERAPIAS 0304,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
000305,CIRURGIAS 0305,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
000306,INTERNACOES 0306,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
000307,OBSTETRICIA 0307,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
000308,ODONTOLOGIA 0308,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
000309,CONSULTAS 0309,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
000310,EXAMES 0310,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
000311,TERAPIAS 0311,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
000312,CIRURGIAS 0312,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
000313,INTERNACOES 0313,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
000314,OBSTETRICIA 0314,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
000315,ODONTOLOGIA 0315,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
000316,CONSULTAS 0316,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
000317,EXAMES 0317,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
000318,TERAPIAS 0318,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
000319,CIRURGIAS 0319,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
000320,INTERNACOES 0320,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
000321,OBSTETRICIA 0321,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
000322,ODONTOLOGIA 0322,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
000323,CONSULTAS 0323,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
000324,EXAMES 0324,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
000325,TERAPIAS 0325,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
000326,CIRURGIAS 0326,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
000327,INTERNACOES 0327,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
000328,OBSTETRICIA 0328,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
000329,ODONTOLOGIA 0329,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
000330,CONSULTAS 0330,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
000331,EXAMES 0331,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
000332,TERAPIAS 0332,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
000333,CIRURGIAS 0333,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
000334,INTERNACOES 0334,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
000335,OBSTETRICIA 0335,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
000336,ODONTOLOGIA 0336,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
000337,CONSULTAS 0337,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
000338,EXAMES 0338,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
000339,TERAPIAS 0339,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
000340,CIRURGIAS 0340,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
000341,INTERNACOES 0341,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
000342,OBSTETRICIA 0342,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
000343,ODONTOLOGIA 0343,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
000344,CONSULTAS 0344,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
000345,EXAMES 0345,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
000346,TERAPIAS 0346,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
000347,CIRURGIAS 0347,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
000348,INTERNACOES 0348,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
000349,OBSTETRICIA 0349,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
000350,ODONTOLOGIA 0350,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
000351,CONSULTAS 0351,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
000352,EXAMES 0352,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
000353,TERAPIAS 0353,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
000354,CIRURGIAS 0354,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
000355,INTERNACOES 0355,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
000356,OBSTETRICIA 0356,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
000357,ODONTOLOGIA 0357,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
000358,CONSULTAS 0358,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
000359,EXAMES 0359,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
000360,TERAPIAS 0360,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
000361,CIRURGIAS 0361,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
000362,INTERNACOES 0362,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
000363,OBSTETRICIA 0363,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
000364,ODONTOLOGIA 0364,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
000365,CONSULTAS 0365,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
000366,EXAMES 0366,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
000367,TERAPIAS 0367,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
000368,CIRURGIAS 0368,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
000369,INTERNACOES 0369,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
000370,OBSTETRICIA 0370,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
000371,ODONTOLOGIA 0371,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
000372,CONSULTAS 0372,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
000373,EXAMES 0373,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
000374,TERAPIAS 0374,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
000375,CIRURGIAS 0375,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
000376,INTERNACOES 0376,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
000377,OBSTETRICIA 0377,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
000378,ODONTOLOGIA 0378,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
000379,CONSULTAS 0379,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
000380,EXAMES 0380,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
000381,TERAPIAS 0381,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
000382,CIRURGIAS 0382,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
000383,INTERNACOES 0383,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
000384,OBSTETRICIA 0384,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
000385,ODONTOLOGIA 0385,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
000386,CONSULTAS 0386,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
000387,EXAMES 0387,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
000388,TERAPIAS 0388,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
000389,CIRURGIAS 0389,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
000390,INTERNACOES 0390,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
000391,OBSTETRICIA 0391,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
000392,ODONTOLOGIA 0392,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
000393,CONSULTAS 0393,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
000394,EXAMES 0394,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
000395,TERAPIAS 0395,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
000396,CIRURGIAS 0396,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
000397,INTERNACOES 0397,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
000398,OBSTETRICIA 0398,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
000399,ODONTOLOGIA 0399,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
000400,CONSULTAS 0400,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
000401,EXAMES 0401,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
000402,TERAPIAS 0402,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
000403,CIRURGIAS 0403,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
000404,INTERNACOES 0404,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
000405,OBSTETRICIA 0405,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
000406,ODONTOLOGIA 0406,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
000407,CONSULTAS 0407,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
000408,EXAMES 0408,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
000409,TERAPIAS 0409,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
000410,CIRURGIAS 0410,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
000411,INTERNACOES 0411,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
000412,OBSTETRICIA 0412,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
000413,ODONTOLOGIA 0413,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
000414,CONSULTAS 0414,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
000415,EXAMES 0415,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
000416,TERAPIAS 0416,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
000417,CIRURGIAS 0417,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
000418,INTERNACOES 0418,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
000419,OBSTETRICIA 0419,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
000420,ODONTOLOGIA 0420,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
000421,CONSULTAS 0421,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
000422,EXAMES 0422,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
000423,TERAPIAS 0423,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
000424,CIRURGIAS 0424,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
000425,INTERNACOES 0425,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
000426,OBSTETRICIA 0426,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
000427,ODONTOLOGIA 0427,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
000428,CONSULTAS 0428,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
000429,EXAMES 0429,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
000430,TERAPIAS 0430,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
000431,CIRURGIAS 0431,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
000432,INTERNACOES 0432,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
000433,OBSTETRICIA 0433,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
000434,ODONTOLOGIA 0434,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
000435,CONSULTAS 0435,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
000436,EXAMES 0436,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
000437,TERAPIAS 0437,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
000438,CIRURGIAS 0438,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
000439,INTERNACOES 0439,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
000440,OBSTETRICIA 0440,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
000441,ODONTOLOGIA 0441,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
000442,CONSULTAS 0442,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
000443,EXAMES 0443,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
000444,TERAPIAS 0444,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
000445,CIRURGIAS 0445,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
000446,INTERNACOES 0446,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
000447,OBSTETRICIA 0447,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
000448,ODONTOLOGIA 0448,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
000449,CONSULTAS 0449,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
000450,EXAMES 0450,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
000451,TERAPIAS 0451,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
000452,CIRURGIAS 0452,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
000453,INTERNACOES 0453,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
000454,OBSTETRICIA 0454,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
000455,ODONTOLOGIA 0455,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
000456,CONSULTAS 0456,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
000457,EXAMES 0457,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
000458,TERAPIAS 0458,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
000459,CIRURGIAS 0459,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
000460,INTERNACOES 0460,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
000461,OBSTETRICIA 0461,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
000462,ODONTOLOGIA 0462,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
000463,CONSULTAS 0463,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
000464,EXAMES 0464,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
000465,TERAPIAS 0465,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
000466,CIRURGIAS 0466,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
000467,INTERNACOES 0467,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
000468,OBSTETRICIA 0468,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
000469,ODONTOLOGIA 0469,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
000470,CONSULTAS 0470,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
000471,EXAMES 0471,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
000472,TERAPIAS 0472,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
000473,CIRURGIAS 0473,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
000474,INTERNACOES 0474,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
000475,OBSTETRICIA 0475,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
000476,ODONTOLOGIA 0476,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
000477,CONSULTAS 0477,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
000478,EXAMES 0478,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
000479,TERAPIAS 0479,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
000480,CIRURGIAS 0480,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
000481,INTERNACOES 0481,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
000482,OBSTETRICIA 0482,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
000483,ODONTOLOGIA 0483,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
000484,CONSULTAS 0484,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
000485,EXAMES 0485,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
000486,TERAPIAS 0486,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
000487,CIRURGIAS 0487,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
000488,INTERNACOES 0488,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
000489,OBSTETRICIA 0489,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
000490,ODONTOLOGIA 0490,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
000491,CONSULTAS 0491,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
000492,EXAMES 0492,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
000493,TERAPIAS 0493,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
000494,CIRURGIAS 0494,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
000495,INTERNACOES 0495,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
000496,OBSTETRICIA 0496,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
000497,ODONTOLOGIA 0497,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
000498,CONSULTAS 0498,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
000499,EXAMES 0499,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
000500,TERAPIAS 0500,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
000501,CIRURGIAS 0501,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
000502,INTERNACOES 0502,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
000503,OBSTETRICIA 0503,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
000504,ODONTOLOGIA 0504,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
000505,CONSULTAS 0505,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
000506,EXAMES 0506,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
000507,TERAPIAS 0507,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
000508,CIRURGIAS 0508,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
000509,INTERNACOES 0509,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
000510,OBSTETRICIA 0510,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
000511,ODONTOLOGIA 0511,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
000512,CONSULTAS 0512,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
000513,EXAMES 0513,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
000514,TERAPIAS 0514,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
000515,CIRURGIAS 0515,CIRURGIAS,PROCEDIMENTOS 3,Procedimento,2024-01-01,
000516,INTERNACOES 0516,INTERNACOES,HOSPITALAR 4,Hospitalar,2024-01-01,
000517,OBSTETRICIA 0517,OBSTETRICIA,PARTO 5,Materno-infantil,2024-01-01,
000518,ODONTOLOGIA 0518,ODONTOLOGIA,ODONTO 6,Odontologico,2024-01-01,
000519,CONSULTAS 0519,CONSULTAS,ATENDIMENTO 7,Atendimento,2024-01-01,
000520,EXAMES 0520,EXAMES,DIAGNOSTICO 8,Diagnostico,2024-01-01,
000521,TERAPIAS 0521,TERAPIAS,REABILITACAO 9,Terapia,2024-01-01,
000522,CIRURGIAS 0522,CIRURGIAS,PROCEDIMENTOS 1,Procedimento,2024-01-01,
000523,INTERNACOES 0523,INTERNACOES,HOSPITALAR 2,Hospitalar,2024-01-01,
000524,OBSTETRICIA 0524,OBSTETRICIA,PARTO 3,Materno-infantil,2024-01-01,
000525,ODONTOLOGIA 0525,ODONTOLOGIA,ODONTO 4,Odontologico,2024-01-01,
000526,CONSULTAS 0526,CONSULTAS,ATENDIMENTO 5,Atendimento,2024-01-01,
000527,EXAMES 0527,EXAMES,DIAGNOSTICO 6,Diagnostico,2024-01-01,
000528,TERAPIAS 0528,TERAPIAS,REABILITACAO 7,Terapia,2024-01-01,
000529,CIRURGIAS 0529,CIRURGIAS,PROCEDIMENTOS 8,Procedimento,2024-01-01,
000530,INTERNACOES 0530,INTERNACOES,HOSPITALAR 9,Hospitalar,2024-01-01,
000531,OBSTETRICIA 0531,OBSTETRICIA,PARTO 1,Materno-infantil,2024-01-01,
000532,ODONTOLOGIA 0532,ODONTOLOGIA,ODONTO 2,Odontologico,2024-01-01,
000533,CONSULTAS 0533,CONSULTAS,ATENDIMENTO 3,Atendimento,2024-01-01,
000534,EXAMES 0534,EXAMES,DIAGNOSTICO 4,Diagnostico,2024-01-01,
000535,TERAPIAS 0535,TERAPIAS,REABILITACAO 5,Terapia,2024-01-01,
000536,CIRURGIAS 0536,CIRURGIAS,PROCEDIMENTOS 6,Procedimento,2024-01-01,
000537,INTERNACOES 0537,INTERNACOES,HOSPITALAR 7,Hospitalar,2024-01-01,
000538,OBSTETRICIA 0538,OBSTETRICIA,PARTO 8,Materno-infantil,2024-01-01,
000539,ODONTOLOGIA 0539,ODONTOLOGIA,ODONTO 9,Odontologico,2024-01-01,
000540,CONSULTAS 0540,CONSULTAS,ATENDIMENTO 1,Atendimento,2024-01-01,
000541,EXAMES 0541,EXAMES,DIAGNOSTICO 2,Diagnostico,2024-01-01,
000542,TERAPIAS 0542,TERAPIAS,REABILITACAO 3,Terapia,2024-01-01,
000543,CIRURGIAS 0543,CIRURGIAS,PROCEDIMENTOS 4,Procedimento,2024-01-01,
000544,INTERNACOES 0544,INTERNACOES,HOSPITALAR 5,Hospitalar,2024-01-01,
000545,OBSTETRICIA 0545,OBSTETRICIA,PARTO 6,Materno-infantil,2024-01-01,
000546,ODONTOLOGIA 0546,ODONTOLOGIA,ODONTO 7,Odontologico,2024-01-01,
000547,CONSULTAS 0547,CONSULTAS,ATENDIMENTO 8,Atendimento,2024-01-01,
000548,EXAMES 0548,EXAMES,DIAGNOSTICO 9,Diagnostico,2024-01-01,
000549,TERAPIAS 0549,TERAPIAS,REABILITACAO 1,Terapia,2024-01-01,
000550,CIRURGIAS 0550,CIRURGIAS,PROCEDIMENTOS 2,Procedimento,2024-01-01,
000551,INTERNACOES 0551,INTERNACOES,HOSPITALAR 3,Hospitalar,2024-01-01,
000552,OBSTETRICIA 0552,OBSTETRICIA,PARTO 4,Materno-infantil,2024-01-01,
000553,ODONTOLOGIA 0553,ODONTOLOGIA,ODONTO 5,Odontologico,2024-01-01,
000554,CONSULTAS 0554,CONSULTAS,ATENDIMENTO 6,Atendimento,2024-01-01,
000555,EXAMES 0555,EXAMES,DIAGNOSTICO 7,Diagnostico,2024-01-01,
000556,TERAPIAS 0556,TERAPIAS,REABILITACAO 8,Terapia,2024-01-01,
000557,CIRURGIAS 0557,CIRURGIAS,PROCEDIMENTOS 9,Procedimento,2024-01-01,
000558,INTERNACOES 0558,INTERNACOES,HOSPITALAR 1,Hospitalar,2024-01-01,
000559,OBSTETRICIA 0559,OBSTETRICIA,PARTO 2,Materno-infantil,2024-01-01,
000560,ODONTOLOGIA 0560,ODONTOLOGIA,ODONTO 3,Odontologico,2024-01-01,
000561,CONSULTAS 0561,CONSULTAS,ATENDIMENTO 4,Atendimento,2024-01-01,
000562,EXAMES 0562,EXAMES,DIAGNOSTICO 5,Diagnostico,2024-01-01,
000563,TERAPIAS 0563,TERAPIAS,REABILITACAO 6,Terapia,2024-01-01,
000564,CIRURGIAS 0564,CIRURGIAS,PROCEDIMENTOS 7,Procedimento,2024-01-01,
000565,INTERNACOES 0565,INTERNACOES,HOSPITALAR 8,Hospitalar,2024-01-01,
000566,OBSTETRICIA 0566,OBSTETRICIA,PARTO 9,Materno-infantil,2024-01-01,
000567,ODONTOLOGIA 0567,ODONTOLOGIA,ODONTO 1,Odontologico,2024-01-01,
000568,CONSULTAS 0568,CONSULTAS,ATENDIMENTO 2,Atendimento,2024-01-01,
000569,EXAMES 0569,EXAMES,DIAGNOSTICO 3,Diagnostico,2024-01-01,
000570,TERAPIAS 0570,TERAPIAS,REABILITACAO 4,Terapia,2024-01-01,
000571,CIRURGIAS 0571,CIRURGIAS,PROCEDIMENTOS 5,Procedimento,2024-01-01,
000572,INTERNACOES 0572,INTERNACOES,HOSPITALAR 6,Hospitalar,2024-01-01,
000573,OBSTETRICIA 0573,OBSTETRICIA,PARTO 7,Materno-infantil,2024-01-01,
000574,ODONTOLOGIA 0574,ODONTOLOGIA,ODONTO 8,Odontologico,2024-01-01,
000575,CONSULTAS 0575,CONSULTAS,ATENDIMENTO 9,Atendimento,2024-01-01,
000576,EXAMES 0576,EXAMES,DIAGNOSTICO 1,Diagnostico,2024-01-01,
000577,TERAPIAS 0577,TERAPIAS,REABILITACAO 2,Terapia,2024-01-01,
