codigo_tuss,descricao,segmento,obrigatorio_medico,obrigatorio_odonto,carencia_dias,vigencia_inicio,vigencia_fim
000360,TERAPIAS 0360,ODONTO,NAO,SIM,180,2024-01-01,
000361,CIRURGIAS 0361,MEDICO,SIM,NAO,30,2024-01-01,
000362,INTERNACOES 0362,MEDICO,NAO,NAO,30,2024-01-01,
000363,OBSTETRICIA 0363,ODONTO,SIM,NAO,30,2024-01-01,
000364,ODONTOLOGIA 0364,MEDICO,NAO,NAO,180,2024-01-01,
000365,CONSULTAS 0365,MEDICO,SIM,SIM,30,2024-01-01,
000366,EXAMES 0366,ODONTO,NAO,NAO,30,2024-01-01,
000367,TERAPIAS 0367,MEDICO,SIM,NAO,30,2024-01-01,
000368,CIRURGIAS 0368,MEDICO,NAO,NAO,180,2024-01-01,
000369,INTERNACOES 0369,ODONTO,SIM,NAO,30,2024-01-01,
000370,OBSTETRICIA 0370,MEDICO,NAO,SIM,30,2024-01-01,
000371,ODONTOLOGIA 0371,MEDICO,SIM,NAO,30,2024-01-01,
000372,CONSULTAS 0372,ODONTO,NAO,NAO,180,2024-01-01,
000373,EXAMES 0373,MEDICO,SIM,NAO,30,2024-01-01,
000374,TERAPIAS 0374,MEDICO,NAO,NAO,30,2024-01-01,
000375,CIRURGIAS 0375,ODONTO,SIM,SIM,30,2024-01-01,
000376,INTERNACOES 0376,MEDICO,NAO,NAO,180,2024-01-01,
000377,OBSTETRICIA 0377,MEDICO,SIM,NAO,30,2024-01-01,
000378,ODONTOLOGIA 0378,ODONTO,NAO,NAO,30,2024-01-01,
000379,CONSULTAS 0379,MEDICO,SIM,NAO,30,2024-01-01,
000380,EXAMES 0380,MEDICO,NAO,SIM,180,2024-01-01,
000381,TERAPIAS 0381,ODONTO,SIM,NAO,30,2024-01-01,
000382,CIRURGIAS 0382,MEDICO,NAO,NAO,30,2024-01-01,
000383,INTERNACOES 0383,MEDICO,SIM,NAO,30,2024-01-01,
000384,OBSTETRICIA 0384,ODONTO,NAO,NAO,180,2024-01-01,
000385,ODONTOLOGIA 0385,MEDICO,SIM,SIM,30,2024-01-01,
000386,CONSULTAS 0386,MEDICO,NAO,NAO,30,2024-01-01,
000387,EXAMES 0387,ODONTO,SIM,NAO,30,2024-01-01,
000388,TERAPIAS 0388,MEDICO,NAO,NAO,180,2024-01-01,
000389,CIRURGIAS 0389,MEDICO,SIM,NAO,30,2024-01-01,
000390,INTERNACOES 0390,ODONTO,NAO,SIM,30,2024-01-01,
000391,OBSTETRICIA 0391,MEDICO,SIM,NAO,30,2024-01-01,
000392,ODONTOLOGIA 0392,MEDICO,NAO,NAO,180,2024-01-01,
000393,CONSULTAS 0393,ODONTO,SIM,NAO,30,2024-01-01,
000394,EXAMES 0394,MEDICO,NAO,NAO,30,2024-01-01,
000395,TERAPIAS 0395,MEDICO,SIM,SIM,30,2024-01-01,
000396,CIRURGIAS 0396,ODONTO,NAO,NAO,180,2024-01-01,
000397,INTERNACOES 0397,MEDICO,SIM,NAO,30,2024-01-01,
000398,OBSTETRICIA 0398,MEDICO,NAO,NAO,30,2024-01-01,
000399,ODONTOLOGIA 0399,ODONTO,SIM,NAO,30,2024-01-01,
000400,CONSULTAS 0400,MEDICO,NAO,SIM,180,2024-01-01,
000401,EXAMES 0401,MEDICO,SIM,NAO,30,2024-01-01,
000402,TERAPIAS 0402,ODONTO,NAO,NAO,30,2024-01-01,
000403,CIRURGIAS 0403,MEDICO,SIM,NAO,30,2024-01-01,
000404,INTERNACOES 0404,MEDICO,NAO,NAO,180,2024-01-01,
000405,OBSTETRICIA 0405,ODONTO,SIM,SIM,30,2024-01-01,
000406,ODONTOLOGIA 0406,MEDICO,NAO,NAO,30,2024-01-01,
000407,CONSULTAS 0407,MEDICO,SIM,NAO,30,2024-01-01,
000408,EXAMES 0408,ODONTO,NAO,NAO,180,2024-01-01,
000409,TERAPIAS 0409,MEDICO,SIM,NAO,30,2024-01-01,
000410,CIRURGIAS 0410,MEDICO,NAO,SIM,30,2024-01-01,
000411,INTERNACOES 0411,ODONTO,SIM,NAO,30,2024-01-01,
000412,OBSTETRICIA 0412,MEDICO,NAO,NAO,180,2024-01-01,
000413,ODONTOLOGIA 0413,MEDICO,SIM,NAO,30,2024-01-01,
000414,CONSULTAS 0414,ODONTO,NAO,NAO,30,2024-01-01,
000415,EXAMES 0415,MEDICO,SIM,SIM,30,2024-01-01,
000416,TERAPIAS 0416,MEDICO,NAO,NAO,180,2024-01-01,
000417,CIRURGIAS 0417,ODONTO,SIM,NAO,30,2024-01-01,
000418,INTERNACOES 0418,MEDICO,NAO,NAO,30,2024-01-01,
000419,OBSTETRICIA 0419,MEDICO,SIM,NAO,30,2024-01-01,
000420,ODONTOLOGIA 0420,ODONTO,NAO,SIM,180,2024-01-01,
000421,CONSULTAS 0421,MEDICO,SIM,NAO,30,2024-01-01,
000422,EXAMES 0422,MEDICO,NAO,NAO,30,2024-01-01,
000423,TERAPIAS 0423,ODONTO,SIM,NAO,30,2024-01-01,
000424,CIRURGIAS 0424,MEDICO,NAO,NAO,180,2024-01-01,
000425,INTERNACOES 0425,MEDICO,SIM,SIM,30,2024-01-01,
000426,OBSTETRICIA 0426,ODONTO,NAO,NAO,30,2024-01-01,
000427,ODONTOLOGIA 0427,MEDICO,SIM,NAO,30,2024-01-01,
000428,CONSULTAS 0428,MEDICO,NAO,NAO,180,2024-01-01,
000429,EXAMES 0429,ODONTO,SIM,NAO,30,2024-01-01,
000430,TERAPIAS 0430,MEDICO,NAO,SIM,30,2024-01-01,
000431,CIRURGIAS 0431,MEDICO,SIM,NAO,30,2024-01-01,
000432,INTERNACOES 0432,ODONTO,NAO,NAO,180,2024-01-01,
000433,OBSTETRICIA 0433,MEDICO,SIM,NAO,30,2024-01-01,
000434,ODONTOLOGIA 0434,MEDICO,NAO,NAO,30,2024-01-01,
000435,CONSULTAS 0435,ODONTO,SIM,SIM,30,2024-01-01,
000436,EXAMES 0436,MEDICO,NAO,NAO,180,2024-01-01,
000437,TERAPIAS 0437,MEDICO,SIM,NAO,30,2024-01-01,
000438,CIRURGIAS 0438,ODONTO,NAO,NAO,30,2024-01-01,
000439,INTERNACOES 0439,MEDICO,SIM,NAO,30,2024-01-01,
000440,OBSTETRICIA 0440,MEDICO,NAO,SIM,180,2024-01-01,
000441,ODONTOLOGIA 0441,ODONTO,SIM,NAO,30,2024-01-01,
000442,CONSULTAS 0442,MEDICO,NAO,NAO,30,2024-01-01,
000443,EXAMES 0443,MEDICO,SIM,NAO,30,2024-01-01,
000444,TERAPIAS 0444,ODONTO,NAO,NAO,180,2024-01-01,
000445,CIRURGIAS 0445,MEDICO,SIM,SIM,30,2024-01-01,
000446,INTERNACOES 0446,MEDICO,NAO,NAO,30,2024-01-01,
000447,OBSTETRICIA 0447,ODONTO,SIM,NAO,30,2024-01-01,
000448,ODONTOLOGIA 0448,MEDICO,NAO,NAO,180,2024-01-01,
000449,CONSULTAS 0449,MEDICO,SIM,NAO,30,2024-01-01,
000450,EXAMES 0450,ODONTO,NAO,SIM,30,2024-01-01,
000451,TERAPIAS 0451,MEDICO,SIM,NAO,30,2024-01-01,
000452,CIRURGIAS 0452,MEDICO,NAO,NAO,180,2024-01-01,
000453,INTERNACOES 0453,ODONTO,SIM,NAO,30,2024-01-01,
000454,OBSTETRICIA 0454,MEDICO,NAO,NAO,30,2024-01-01,
000455,ODONTOLOGIA 0455,MEDICO,SIM,SIM,30,2024-01-01,
000456,CONSULTAS 0456,ODONTO,NAO,NAO,180,2024-01-01,
000457,EXAMES 0457,MEDICO,SIM,NAO,30,2024-01-01,
000458,TERAPIAS 0458,MEDICO,NAO,NAO,30,2024-01-01,
000459,CIRURGIAS 0459,ODONTO,SIM,NAO,30,2024-01-01,
000460,INTERNACOES 0460,MEDICO,NAO,SIM,180,2024-01-01,
000461,OBSTETRICIA 0461,MEDICO,SIM,NAO,30,2024-01-01,
000462,ODONTOLOGIA 0462,ODONTO,NAO,NAO,30,2024-01-01,
000463,CONSULTAS 0463,MEDICO,SIM,NAO,30,2024-01-01,
000464,EXAMES 0464,MEDICO,NAO,NAO,180,2024-01-01,
000465,TERAPIAS 0465,ODONTO,SIM,SIM,30,2024-01-01,
000466,CIRURGIAS 0466,MEDICO,NAO,NAO,30,2024-01-01,
000467,INTERNACOES 0467,MEDICO,SIM,NAO,30,2024-01-01,
000468,OBSTETRICIA 0468,ODONTO,NAO,NAO,180,2024-01-01,
000469,ODONTOLOGIA 0469,MEDICO,SIM,NAO,30,2024-01-01,
000470,CONSULTAS 0470,MEDICO,NAO,SIM,30,2024-01-01,
000471,EXAMES 0471,ODONTO,SIM,NAO,30,2024-01-01,
000472,TERAPIAS 0472,MEDICO,NAO,NAO,180,2024-01-01,
000473,CIRURGIAS 0473,MEDICO,SIM,NAO,30,2024-01-01,
000474,INTERNACOES 0474,ODONTO,NAO,NAO,30,2024-01-01,
000475,OBSTETRICIA 0475,MEDICO,SIM,SIM,30,2024-01-01,
000476,ODONTOLOGIA 0476,MEDICO,NAO,NAO,180,2024-01-01,
000477,CONSULTAS 0477,ODONTO,SIM,NAO,30,2024-01-01,
000478,EXAMES 0478,MEDICO,NAO,NAO,30,2024-01-01,
000479,TERAPIAS 0479,MEDICO,SIM,NAO,30,2024-01-01,
000480,CIRURGIAS 0480,ODONTO,NAO,SIM,180,2024-01-01,
000481,INTERNACOES 0481,MEDICO,SIM,NAO,30,2024-01-01,
000482,OBSTETRICIA 0482,MEDICO,NAO,NAO,30,2024-01-01,
000483,ODONTOLOGIA 0483,ODONTO,SIM,NAO,30,2024-01-01,
000484,CONSULTAS 0484,MEDICO,NAO,NAO,180,2024-01-01,
000485,EXAMES 0485,MEDICO,SIM,SIM,30,2024-01-01,
000486,TERAPIAS 0486,ODONTO,NAO,NAO,30,2024-01-01,
000487,CIRURGIAS 0487,MEDICO,SIM,NAO,30,2024-01-01,
000488,INTERNACOES 0488,MEDICO,NAO,NAO,180,2024-01-01,
000489,OBSTETRICIA 0489,ODONTO,SIM,NAO,30,2024-01-01,
000490,ODONTOLOGIA 0490,MEDICO,NAO,SIM,30,2024-01-01,
000491,CONSULTAS 0491,MEDICO,SIM,NAO,30,2024-01-01,
000492,EXAMES 0492,ODONTO,NAO,NAO,180,2024-01-01,
000493,TERAPIAS 0493,MEDICO,SIM,NAO,30,2024-01-01,
000494,CIRURGIAS 0494,MEDICO,NAO,NAO,30,2024-01-01,
000495,INTERNACOES 0495,ODONTO,SIM,SIM,30,2024-01-01,
000496,OBSTETRICIA 0496,MEDICO,NAO,NAO,180,2024-01-01,
000497,ODONTOLOGIA 0497,MEDICO,SIM,NAO,30,2024-01-01,
000498,CONSULTAS 0498,ODONTO,NAO,NAO,30,2024-01-01,
000499,EXAMES 0499,MEDICO,SIM,NAO,30,2024-01-01,
000500,TERAPIAS 0500,MEDICO,NAO,SIM,180,2024-01-01,
000501,CIRURGIAS 0501,ODONTO,SIM,NAO,30,2024-01-01,
000502,INTERNACOES 0502,MEDICO,NAO,NAO,30,2024-01-01,
000503,OBSTETRICIA 0503,MEDICO,SIM,NAO,30,2024-01-01,
000504,ODONTOLOGIA 0504,ODONTO,NAO,NAO,180,2024-01-01,
000505,CONSULTAS 0505,MEDICO,SIM,SIM,30,2024-01-01,
000506,EXAMES 0506,MEDICO,NAO,NAO,30,2024-01-01,
000507,TERAPIAS 0507,ODONTO,SIM,NAO,30,2024-01-01,
000508,CIRURGIAS 0508,MEDICO,NAO,NAO,180,2024-01-01,
000509,INTERNACOES 0509,MEDICO,SIM,NAO,30,2024-01-01,
000510,OBSTETRICIA 0510,ODONTO,NAO,SIM,30,2024-01-01,
000511,ODONTOLOGIA 0511,MEDICO,SIM,NAO,30,2024-01-01,
000512,CONSULTAS 0512,MEDICO,NAO,NAO,180,2024-01-01,
000513,EXAMES 0513,ODONTO,SIM,NAO,30,2024-01-01,
000514,TERAPIAS 0514,MEDICO,NAO,NAO,30,2024-01-01,
000515,CIRURGIAS 0515,MEDICO,SIM,SIM,30,2024-01-01,
000516,INTERNACOES 0516,ODONTO,NAO,NAO,180,2024-01-01,
000517,OBSTETRICIA 0517,MEDICO,SIM,NAO,30,2024-01-01,
000518,ODONTOLOGIA 0518,MEDICO,NAO,NAO,30,2024-01-01,
000519,CONSULTAS 0519,ODONTO,SIM,NAO,30,2024-01-01,
000520,EXAMES 0520,MEDICO,NAO,SIM,180,2024-01-01,
000521,TERAPIAS 0521,MEDICO,SIM,NAO,30,2024-01-01,
000522,CIRURGIAS 0522,ODONTO,NAO,NAO,30,2024-01-01,
000523,INTERNACOES 0523,MEDICO,SIM,NAO,30,2024-01-01,
000524,OBSTETRICIA 0524,MEDICO,NAO,NAO,180,2024-01-01,
000525,ODONTOLOGIA 0525,ODONTO,SIM,SIM,30,2024-01-01,
000526,CONSULTAS 0526,MEDICO,NAO,NAO,30,2024-01-01,
000527,EXAMES 0527,MEDICO,SIM,NAO,30,2024-01-01,
000528,TERAPIAS 0528,ODONTO,NAO,NAO,180,2024-01-01,
000529,CIRURGIAS 0529,MEDICO,SIM,NAO,30,2024-01-01,
000530,INTERNACOES 0530,MEDICO,NAO,SIM,30,2024-01-01,
000531,OBSTETRICIA 0531,ODONTO,SIM,NAO,30,2024-01-01,
000532,ODONTOLOGIA 0532,MEDICO,NAO,NAO,180,2024-01-01,
000533,CONSULTAS 0533,MEDICO,SIM,NAO,30,2024-01-01,
000534,EXAMES 0534,ODONTO,NAO,NAO,30,2024-01-01,
000535,TERAPIAS 0535,MEDICO,SIM,SIM,30,2024-01-01,
000536,CIRURGIAS 0536,MEDICO,NAO,NAO,180,2024-01-01,
000537,INTERNACOES 0537,ODONTO,SIM,NAO,30,2024-01-01,
000538,OBSTETRICIA 0538,MEDICO,NAO,NAO,30,2024-01-01,
000539,ODONTOLOGIA 0539,MEDICO,SIM,NAO,30,2024-01-01,
000540,CONSULTAS 0540,ODONTO,NAO,SIM,180,2024-01-01,
000541,EXAMES 0541,MEDICO,SIM,NAO,30,2024-01-01,
000542,TERAPIAS 0542,MEDICO,NAO,NAO,30,2024-01-01,
000543,CIRURGIAS 0543,ODONTO,SIM,NAO,30,2024-01-01,
000544,INTERNACOES 0544,MEDICO,NAO,NAO,180,2024-01-01,
000545,OBSTETRICIA 0545,MEDICO,SIM,SIM,30,2024-01-01,
000546,ODONTOLOGIA 0546,ODONTO,NAO,NAO,30,2024-01-01,
000547,CONSULTAS 0547,MEDICO,SIM,NAO,30,2024-01-01,
000548,EXAMES 0548,MEDICO,NAO,NAO,180,2024-01-01,
000549,TERAPIAS 0549,ODONTO,SIM,NAO,30,2024-01-01,
000550,CIRURGIAS 0550,MEDICO,NAO,SIM,30,2024-01-01,
000551,INTERNACOES 0551,MEDICO,SIM,NAO,30,2024-01-01,
000552,OBSTETRICIA 0552,ODONTO,NAO,NAO,180,2024-01-01,
000553,ODONTOLOGIA 0553,MEDICO,SIM,NAO,30,2024-01-01,
000554,CONSULTAS 0554,MEDICO,NAO,NAO,30,2024-01-01,
000555,EXAMES 0555,ODONTO,SIM,SIM,30,2024-01-01,
000556,TERAPIAS 0556,MEDICO,NAO,NAO,180,2024-01-01,
000557,CIRURGIAS 0557,MEDICO,SIM,NAO,30,2024-01-01,
000558,INTERNACOES 0558,ODONTO,NAO,NAO,30,2024-01-01,
000559,OBSTETRICIA 0559,MEDICO,SIM,NAO,30,2024-01-01,
000560,ODONTOLOGIA 0560,MEDICO,NAO,SIM,180,2024-01-01,
000561,CONSULTAS 0561,ODONTO,SIM,NAO,30,2024-01-01,
000562,EXAMES 0562,MEDICO,NAO,NAO,30,2024-01-01,
000563,TERAPIAS 0563,MEDICO,SIM,NAO,30,2024-01-01,
000564,CIRURGIAS 0564,ODONTO,NAO,NAO,180,2024-01-01,
000565,INTERNACOES 0565,MEDICO,SIM,SIM,30,2024-01-01,
000566,OBSTETRICIA 0566,MEDICO,NAO,NAO,30,2024-01-01,
000567,ODONTOLOGIA 0567,ODONTO,SIM,NAO,30,2024-01-01,
000568,CONSULTAS 0568,MEDICO,NAO,NAO,180,2024-01-01,
000569,EXAMES 0569,MEDICO,SIM,NAO,30,2024-01-01,
000570,TERAPIAS 0570,ODONTO,NAO,SIM,30,2024-01-01,
000571,CIRURGIAS 0571,MEDICO,SIM,NAO,30,2024-01-01,
000572,INTERNACOES 0572,MEDICO,NAO,NAO,180,2024-01-01,
000573,OBSTETRICIA 0573,ODONTO,SIM,NAO,30,2024-01-01,
000574,ODONTOLOGIA 0574,MEDICO,NAO,NAO,30,2024-01-01,
000575,CONSULTAS 0575,MEDICO,SIM,SIM,30,2024-01-01,
000576,EXAMES 0576,ODONTO,NAO,NAO,180,2024-01-01,
000577,TERAPIAS 0577,MEDICO,SIM,NAO,30,2024-01-01,
000578,CIRURGIAS 0578,MEDICO,NAO,NAO,30,2024-01-01,
000579,INTERNACOES 0579,ODONTO,SIM,NAO,30,2024-01-01,
000580,OBSTETRICIA 0580,MEDICO,NAO,SIM,180,2024-01-01,
000581,ODONTOLOGIA 0581,MEDICO,SIM,NAO,30,2024-01-01,
000582,CONSULTAS 0582,ODONTO,NAO,NAO,30,2024-01-01,
000583,EXAMES 0583,MEDICO,SIM,NAO,30,2024-01-01,
000584,TERAPIAS 0584,MEDICO,NAO,NAO,180,2024-01-01,
000585,CIRURGIAS 0585,ODONTO,SIM,SIM,30,2024-01-01,
000586,INTERNACOES 0586,MEDICO,NAO,NAO,30,2024-01-01,
000587,OBSTETRICIA 0587,MEDICO,SIM,NAO,30,2024-01-01,
000588,ODONTOLOGIA 0588,ODONTO,NAO,NAO,180,2024-01-01,
000589,CONSULTAS 0589,MEDICO,SIM,NAO,30,2024-01-01,
000590,EXAMES 0590,MEDICO,NAO,SIM,30,2024-01-01,
000591,TERAPIAS 0591,ODONTO,SIM,NAO,30,2024-01-01,
000592,CIRURGIAS 0592,MEDICO,NAO,NAO,180,2024-01-01,
000593,INTERNACOES 0593,MEDICO,SIM,NAO,30,2024-01-01,
000594,OBSTETRICIA 0594,ODONTO,NAO,NAO,30,2024-01-01,
000595,ODONTOLOGIA 0595,MEDICO,SIM,SIM,30,2024-01-01,
000596,CONSULTAS 0596,MEDICO,NAO,NAO,180,2024-01-01,
000597,EXAMES 0597,ODONTO,SIM,NAO,30,2024-01-01,
000598,TERAPIAS 0598,MEDICO,NAO,NAO,30,2024-01-01,
000599,CIRURGIAS 0599,MEDICO,SIM,NAO,30,2024-01-01,
000600,INTERNACOES 0600,ODONTO,NAO,SIM,180,2024-01-01,
000601,OBSTETRICIA 0601,MEDICO,SIM,NAO,30,2024-01-01,
000602,ODONTOLOGIA 0602,MEDICO,NAO,NAO,30,2024-01-01,
000603,CONSULTAS 0603,ODONTO,SIM,NAO,30,2024-01-01,
000604,EXAMES 0604,MEDICO,NAO,NAO,180,2024-01-01,
000605,TERAPIAS 0605,MEDICO,SIM,SIM,30,2024-01-01,
000606,CIRURGIAS 0606,ODONTO,NAO,NAO,30,2024-01-01,
000607,INTERNACOES 0607,MEDICO,SIM,NAO,30,2024-01-01,
000608,OBSTETRICIA 0608,MEDICO,NAO,NAO,180,2024-01-01,
000609,ODONTOLOGIA 0609,ODONTO,SIM,NAO,30,2024-01-01,
000610,CONSULTAS 0610,MEDICO,NAO,SIM,30,2024-01-01,
000611,EXAMES 0611,MEDICO,SIM,NAO,30,2024-01-01,
000612,TERAPIAS 0612,ODONTO,NAO,NAO,180,2024-01-01,
000613,CIRURGIAS 0613,MEDICO,SIM,NAO,30,2024-01-01,
000614,INTERNACOES 0614,MEDICO,NAO,NAO,30,2024-01-01,
000615,OBSTETRICIA 0615,ODONTO,SIM,SIM,30,2024-01-01,
000616,ODONTOLOGIA 0616,MEDICO,NAO,NAO,180,2024-01-01,
000617,CONSULTAS 0617,MEDICO,SIM,NAO,30,2024-01-01,
000618,EXAMES 0618,ODONTO,NAO,NAO,30,2024-01-01,
000619,TERAPIAS 0619,MEDICO,SIM,NAO,30,2024-01-01,
000620,CIRURGIAS 0620,MEDICO,NAO,SIM,180,2024-01-01,
000621,INTERNACOES 0621,ODONTO,SIM,NAO,30,2024-01-01,
000622,OBSTETRICIA 0622,MEDICO,NAO,NAO,30,2024-01-01,
000623,ODONTOLOGIA 0623,MEDICO,SIM,NAO,30,2024-01-01,
000624,CONSULTAS 0624,ODONTO,NAO,NAO,180,2024-01-01,
000625,EXAMES 0625,MEDICO,SIM,SIM,30,2024-01-01,
000626,TERAPIAS 0626,MEDICO,NAO,NAO,30,2024-01-01,
000627,CIRURGIAS 0627,ODONTO,SIM,NAO,30,2024-01-01,
000628,INTERNACOES 0628,MEDICO,NAO,NAO,180,2024-01-01,
000629,OBSTETRICIA 0629,MEDICO,SIM,NAO,30,2024-01-01,
000630,ODONTOLOGIA 0630,ODONTO,NAO,SIM,30,2024-01-01,
000631,CONSULTAS 0631,MEDICO,SIM,NAO,30,2024-01-01,
000632,EXAMES 0632,MEDICO,NAO,NAO,180,2024-01-01,
000633,TERAPIAS 0633,ODONTO,SIM,NAO,30,2024-01-01,
000634,CIRURGIAS 0634,MEDICO,NAO,NAO,30,2024-01-01,
000635,INTERNACOES 0635,MEDICO,SIM,SIM,30,2024-01-01,
000636,OBSTETRICIA 0636,ODONTO,NAO,NAO,180,2024-01-01,
000637,ODONTOLOGIA 0637,MEDICO,SIM,NAO,30,2024-01-01,
000638,CONSULTAS 0638,MEDICO,NAO,NAO,30,2024-01-01,
000639,EXAMES 0639,ODONTO,SIM,NAO,30,2024-01-01,
000640,TERAPIAS 0640,MEDICO,NAO,SIM,180,2024-01-01,
000641,CIRURGIAS 0641,MEDICO,SIM,NAO,30,2024-01-01,
000642,INTERNACOES 0642,ODONTO,NAO,NAO,30,2024-01-01,
000643,OBSTETRICIA 0643,MEDICO,SIM,NAO,30,2024-01-01,
000644,ODONTOLOGIA 0644,MEDICO,NAO,NAO,180,2024-01-01,
000645,CONSULTAS 0645,ODONTO,SIM,SIM,30,2024-01-01,
000646,EXAMES 0646,MEDICO,NAO,NAO,30,2024-01-01,
000647,TERAPIAS 0647,MEDICO,SIM,NAO,30,2024-01-01,
000648,CIRURGIAS 0648,ODONTO,NAO,NAO,180,2024-01-01,
000649,INTERNACOES 0649,MEDICO,SIM,NAO,30,2024-01-01,
000650,OBSTETRICIA 0650,MEDICO,NAO,SIM,30,2024-01-01,
000651,ODONTOLOGIA 0651,ODONTO,SIM,NAO,30,2024-01-01,
000652,CONSULTAS 0652,MEDICO,NAO,NAO,180,2024-01-01,
000653,EXAMES 0653,MEDICO,SIM,NAO,30,2024-01-01,
000654,TERAPIAS 0654,ODONTO,NAO,NAO,30,2024-01-01,
000655,CIRURGIAS 0655,MEDICO,SIM,SIM,30,2024-01-01,
000656,INTERNACOES 0656,MEDICO,NAO,NAO,180,2024-01-01,
000657,OBSTETRICIA 0657,ODONTO,SIM,NAO,30,2024-01-01,
000658,ODONTOLOGIA 0658,MEDICO,NAO,NAO,30,2024-01-01,
000659,CONSULTAS 0659,MEDICO,SIM,NAO,30,2024-01-01,
000660,EXAMES 0660,ODONTO,NAO,SIM,180,2024-01-01,
000661,TERAPIAS 0661,MEDICO,SIM,NAO,30,2024-01-01,
000662,CIRURGIAS 0662,MEDICO,NAO,NAO,30,2024-01-01,
000663,INTERNACOES 0663,ODONTO,SIM,NAO,30,2024-01-01,
000664,OBSTETRICIA 0664,MEDICO,NAO,NAO,180,2024-01-01,
000665,ODONTOLOGIA 0665,MEDICO,SIM,SIM,30,2024-01-01,
000666,CONSULTAS 0666,ODONTO,NAO,NAO,30,2024-01-01,
000667,EXAMES 0667,MEDICO,SIM,NAO,30,2024-01-01,
000668,TERAPIAS 0668,MEDICO,NAO,NAO,180,2024-01-01,
000669,CIRURGIAS 0669,ODONTO,SIM,NAO,30,2024-01-01,
000670,INTERNACOES 0670,MEDICO,NAO,SIM,30,2024-01-01,
000671,OBSTETRICIA 0671,MEDICO,SIM,NAO,30,2024-01-01,
000672,ODONTOLOGIA 0672,ODONTO,NAO,NAO,180,2024-01-01,
000673,CONSULTAS 0673,MEDICO,SIM,NAO,30,2024-01-01,
000674,EXAMES 0674,MEDICO,NAO,NAO,30,2024-01-01,
000675,TERAPIAS 0675,ODONTO,SIM,SIM,30,2024-01-01,
000676,CIRURGIAS 0676,MEDICO,NAO,NAO,180,2024-01-01,
000677,INTERNACOES 0677,MEDICO,SIM,NAO,30,2024-01-01,
000678,OBSTETRICIA 0678,ODONTO,NAO,NAO,30,2024-01-01,
000679,ODONTOLOGIA 0679,MEDICO,SIM,NAO,30,2024-01-01,
000680,CONSULTAS 0680,MEDICO,NAO,SIM,180,2024-01-01,
000681,EXAMES 0681,ODONTO,SIM,NAO,30,2024-01-01,
000682,TERAPIAS 0682,MEDICO,NAO,NAO,30,2024-01-01,
000683,CIRURGIAS 0683,MEDICO,SIM,NAO,30,2024-01-01,
000684,INTERNACOES 0684,ODONTO,NAO,NAO,180,2024-01-01,
000685,OBSTETRICIA 0685,MEDICO,SIM,SIM,30,2024-01-01,
000686,ODONTOLOGIA 0686,MEDICO,NAO,NAO,30,2024-01-01,
000687,CONSULTAS 0687,ODONTO,SIM,NAO,30,2024-01-01,
000688,EXAMES 0688,MEDICO,NAO,NAO,180,2024-01-01,
000689,TERAPIAS 0689,MEDICO,SIM,NAO,30,2024-01-01,
000690,CIRURGIAS 0690,ODONTO,NAO,SIM,30,2024-01-01,
000691,INTERNACOES 0691,MEDICO,SIM,NAO,30,2024-01-01,
000692,OBSTETRICIA 0692,MEDICO,NAO,NAO,180,2024-01-01,
000693,ODONTOLOGIA 0693,ODONTO,SIM,NAO,30,2024-01-01,
000694,CONSULTAS 0694,MEDICO,NAO,NAO,30,2024-01-01,
000695,EXAMES 0695,MEDICO,SIM,SIM,30,2024-01-01,
000696,TERAPIAS 0696,ODONTO,NAO,NAO,180,2024-01-01,
000697,CIRURGIAS 0697,MEDICO,SIM,NAO,30,2024-01-01,
000698,INTERNACOES 0698,MEDICO,NAO,NAO,30,2024-01-01,
000699,OBSTETRICIA 0699,ODONTO,SIM,NAO,30,2024-01-01,
000700,ODONTOLOGIA 0700,MEDICO,NAO,SIM,180,2024-01-01,
000701,CONSULTAS 0701,MEDICO,SIM,NAO,30,2024-01-01,
000702,EXAMES 0702,ODONTO,NAO,NAO,30,2024-01-01,
000703,TERAPIAS 0703,MEDICO,SIM,NAO,30,2024-01-01,
000704,CIRURGIAS 0704,MEDICO,NAO,NAO,180,2024-01-01,
000705,INTERNACOES 0705,ODONTO,SIM,SIM,30,2024-01-01,
000706,OBSTETRICIA 0706,MEDICO,NAO,NAO,30,2024-01-01,
000707,ODONTOLOGIA 0707,MEDICO,SIM,NAO,30,2024-01-01,
000708,CONSULTAS 0708,ODONTO,NAO,NAO,180,2024-01-01,
000709,EXAMES 0709,MEDICO,SIM,NAO,30,2024-01-01,
000710,TERAPIAS 0710,MEDICO,NAO,SIM,30,2024-01-01,
000711,CIRURGIAS 0711,ODONTO,SIM,NAO,30,2024-01-01,
000712,INTERNACOES 0712,MEDICO,NAO,NAO,180,2024-01-01,
000713,OBSTETRICIA 0713,MEDICO,SIM,NAO,30,2024-01-01,
000714,ODONTOLOGIA 0714,ODONTO,NAO,NAO,30,2024-01-01,
000715,CONSULTAS 0715,MEDICO,SIM,SIM,30,2024-01-01,
000716,EXAMES 0716,MEDICO,NAO,NAO,180,2024-01-01,
000717,TERAPIAS 0717,ODONTO,SIM,NAO,30,2024-01-01,
000718,CIRURGIAS 0718,MEDICO,NAO,NAO,30,2024-01-01,
000719,INTERNACOES 0719,MEDICO,SIM,NAO,30,2024-01-01,
000720,OBSTETRICIA 0720,ODONTO,NAO,SIM,180,2024-01-01,
